Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-09-30 00:00:00-04:00,567.7000122070312,574.6799926757812,564.7999877929688,572.4400024414062,12792300,0.0,0.0
2024-10-01 00:00:00-04:00,577.97998046875,583.0399780273438,570.0999755859375,576.469970703125,15259300,0.0,0.0
2024-10-02 00:00:00-04:00,574.8599853515625,576.0,569.3400268554688,572.8099975585938,6524700,0.0,0.0
2024-10-03 00:00:00-04:00,570.1500244140625,583.3599853515625,568.72998046875,582.77001953125,11581000,0.0,0.0
2024-10-04 00:00:00-04:00,583.72998046875,596.8499755859375,581.4299926757812,595.9400024414062,14169500,0.0,0.0
2024-10-07 00:00:00-04:00,598.219970703125,602.9500122070312,584.0399780273438,584.780029296875,12014200,0.0,0.0
2024-10-08 00:00:00-04:00,589.6900024414062,593.5599975585938,585.969970703125,592.8900146484375,7857400,0.0,0.0
2024-10-09 00:00:00-04:00,593.989990234375,594.3900146484375,581.6099853515625,590.510009765625,9529700,0.0,0.0
2024-10-10 00:00:00-04:00,587.5700073242188,590.22998046875,582.52001953125,583.8300170898438,7740400,0.0,0.0
2024-10-11 00:00:00-04:00,584.8300170898438,591.2100219726562,582.7100219726562,589.9500122070312,8587100,0.0,0.0
2024-10-14 00:00:00-04:00,594.219970703125,600.0999755859375,589.9600219726562,590.4199829101562,8252000,0.0,0.0
2024-10-15 00:00:00-04:00,590.1599731445312,590.6099853515625,580.1400146484375,586.27001953125,9564200,0.0,0.0
2024-10-16 00:00:00-04:00,581.4000244140625,582.0800170898438,574.030029296875,576.7899780273438,11268400,0.0,0.0
2024-10-17 00:00:00-04:00,583.3300170898438,584.969970703125,575.2000122070312,576.9299926757812,8701200,0.0,0.0
2024-10-18 00:00:00-04:00,581.0999755859375,583.969970703125,575.25,576.469970703125,7694300,0.0,0.0
2024-10-21 00:00:00-04:00,576.030029296875,577.239990234375,569.1099853515625,575.1599731445312,8171900,0.0,0.0
2024-10-22 00:00:00-04:00,574.2899780273438,583.530029296875,572.1199951171875,582.010009765625,8544500,0.0,0.0
2024-10-23 00:00:00-04:00,579.969970703125,585.0,562.5,563.6900024414062,14248400,0.0,0.0
2024-10-24 00:00:00-04:00,567.1300048828125,568.8800048828125,561.52001953125,567.780029296875,7184700,0.0,0.0
2024-10-25 00:00:00-04:00,573.9299926757812,581.2899780273438,571.719970703125,573.25,11337900,0.0,0.0
2024-10-28 00:00:00-04:00,582.0,583.75,574.1199951171875,578.1599731445312,10925100,0.0,0.0
2024-10-29 00:00:00-04:00,580.1500244140625,593.6699829101562,575.4000244140625,593.280029296875,13019100,0.0,0.0
2024-10-30 00:00:00-04:00,600.97998046875,601.2000122070312,589.3800048828125,591.7999877929688,26864900,0.0,0.0
2024-10-31 00:00:00-04:00,585.0,589.9000244140625,563.010009765625,567.5800170898438,26838400,0.0,0.0
2024-11-01 00:00:00-04:00,567.6099853515625,573.6699829101562,562.5599975585938,567.1599731445312,15303200,0.0,0.0
2024-11-04 00:00:00-05:00,564.0999755859375,568.6900024414062,557.8900146484375,560.6799926757812,12064600,0.0,0.0
2024-11-05 00:00:00-05:00,567.2999877929688,573.47998046875,566.6699829101562,572.4299926757812,9775400,0.0,0.0
2024-11-06 00:00:00-05:00,562.75,573.0,555.1699829101562,572.0499877929688,18305400,0.0,0.0
2024-11-07 00:00:00-05:00,576.8900146484375,594.7999877929688,575.2100219726562,591.7000122070312,14653700,0.0,0.0
2024-11-08 00:00:00-05:00,591.5399780273438,593.0999755859375,584.52001953125,589.3400268554688,9415700,0.0,0.0
2024-11-11 00:00:00-05:00,586.3599853515625,587.0,576.510009765625,583.1699829101562,10209100,0.0,0.0
2024-11-12 00:00:00-05:00,588.5399780273438,599.6599731445312,580.3800048828125,584.8200073242188,16287700,0.0,0.0
2024-11-13 00:00:00-05:00,582.6099853515625,585.6400146484375,575.1699829101562,580.0,10757600,0.0,0.0
2024-11-14 00:00:00-05:00,577.0,580.760009765625,573.010009765625,577.1599731445312,11053700,0.0,0.0
2024-11-15 00:00:00-05:00,571.219970703125,572.5700073242188,551.5,554.0800170898438,17712900,0.0,0.0
2024-11-18 00:00:00-05:00,557.0399780273438,559.9000244140625,550.0900268554688,554.4000244140625,14346700,0.0,0.0
2024-11-19 00:00:00-05:00,551.8599853515625,561.4299926757812,550.5999755859375,561.0900268554688,9522400,0.0,0.0
2024-11-20 00:00:00-05:00,562.9299926757812,566.3499755859375,554.2000122070312,565.52001953125,9797300,0.0,0.0
2024-11-21 00:00:00-05:00,569.52001953125,570.0,549.0499877929688,563.0900268554688,11154700,0.0,0.0
2024-11-22 00:00:00-05:00,563.5499877929688,563.8300170898438,554.5900268554688,559.1400146484375,9164000,0.0,0.0
2024-11-25 00:00:00-05:00,562.0999755859375,572.5900268554688,556.3900146484375,565.1099853515625,13599800,0.0,0.0
2024-11-26 00:00:00-05:00,566.0,577.5,565.2000122070312,573.5399780273438,10356600,0.0,0.0
2024-11-27 00:00:00-05:00,574.8900146484375,574.97998046875,564.0999755859375,569.2000122070312,7200200,0.0,0.0
2024-11-29 00:00:00-05:00,569.0,578.4600219726562,566.9000244140625,574.3200073242188,7130500,0.0,0.0
2024-12-02 00:00:00-05:00,577.5,594.5,575.5700073242188,592.8300170898438,12522400,0.0,0.0
2024-12-03 00:00:00-05:00,595.0,614.2000122070312,591.25,613.6500244140625,14907200,0.0,0.0
2024-12-04 00:00:00-05:00,612.9600219726562,617.780029296875,605.0999755859375,613.780029296875,14697000,0.0,0.0
2024-12-05 00:00:00-05:00,617.0750122070312,619.9000244140625,607.0499877929688,608.9299926757812,8056992,0.0,0.0
